date,close,ret
2015-03-19,260.928009,0.018061
2015-03-20,261.748993,0.003146
2015-03-21,260.024994,-0.006586
2015-03-22,267.959991,0.030516
2015-03-23,266.73999,-0.004553
2015-03-24,245.595001,-0.079272
2015-03-25,246.197006,0.002451
2015-03-26,248.531998,0.009484
2015-03-27,247.029007,-0.006047
2015-03-28,252.798004,0.023354
2015-03-29,242.712997,-0.039894
2015-03-30,247.526001,0.01983
2015-03-31,244.223999,-0.01334
2015-04-01,247.272003,0.01248
2015-04-02,253.005005,0.023185
2015-04-03,254.322006,0.005205
2015-04-04,253.697006,-0.002458
2015-04-05,260.597992,0.027202
2015-04-06,255.492004,-0.019593
2015-04-07,253.179993,-0.009049
2015-04-08,245.022003,-0.032222
2015-04-09,243.675995,-0.005493
2015-04-10,236.072006,-0.031205
2015-04-11,236.552002,0.002033
2015-04-12,236.153,-0.001687
2015-04-13,224.587006,-0.048977
2015-04-14,219.158997,-0.024169
2015-04-15,223.832993,0.021327
2015-04-16,228.572998,0.021177
2015-04-17,222.882004,-0.024898
2015-04-18,223.356003,0.002127
2015-04-19,222.600006,-0.003385
2015-04-20,224.626007,0.009102
2015-04-21,235.268997,0.047381
2015-04-22,234.175995,-0.004646
2015-04-23,236.462006,0.009762
2015-04-24,231.268005,-0.021965
2015-04-25,226.389999,-0.021092
2015-04-26,219.429993,-0.030743
2015-04-27,229.285995,0.044916
2015-04-28,225.854996,-0.014964
2015-04-29,225.807999,-0.000208
2015-04-30,236.145004,0.045778
2015-05-01,232.078995,-0.017218
2015-05-02,234.929993,0.012285
2015-05-03,240.358002,0.023105
2015-05-04,239.018005,-0.005575
2015-05-05,236.121002,-0.01212
2015-05-06,229.781998,-0.026846
2015-05-07,237.334,0.032866
2015-05-08,243.863007,0.02751
2015-05-09,241.832001,-0.008328
2015-05-10,240.296005,-0.006351
2015-05-11,242.158005,0.007749
2015-05-12,241.112,-0.00432
2015-05-13,236.376999,-0.019638
2015-05-14,236.929001,0.002335
2015-05-15,237.604996,0.002853
2015-05-16,236.153,-0.006111
2015-05-17,236.802002,0.002748
2015-05-18,233.128006,-0.015515
2015-05-19,231.947006,-0.005066
2015-05-20,234.018005,0.008929
2015-05-21,235.343994,0.005666
2015-05-22,240.348007,0.021263
2015-05-23,238.871994,-0.006141
2015-05-24,240.953003,0.008712
2015-05-25,237.110001,-0.015949
2015-05-26,237.115997,2.5e-05
2015-05-27,237.283005,0.000704
2015-05-28,237.408005,0.000527
2015-05-29,237.095993,-0.001314
2015-05-30,233.345001,-0.015821
2015-05-31,230.190002,-0.013521
2015-06-01,222.925995,-0.031557
2015-06-02,225.802994,0.012906
2015-06-03,225.873993,0.000314
2015-06-04,224.324005,-0.006862
2015-06-05,224.951996,0.002799
2015-06-06,225.619003,0.002965
2015-06-07,222.880997,-0.012136
2015-06-08,228.488998,0.025161
2015-06-09,229.048004,0.002447
2015-06-10,228.802994,-0.00107
2015-06-11,229.705002,0.003942
2015-06-12,229.981995,0.001206
2015-06-13,232.401993,0.010523
2015-06-14,233.542999,0.00491
2015-06-15,236.822998,0.014045
2015-06-16,250.895004,0.05942
2015-06-17,249.283997,-0.006421
2015-06-18,249.007004,-0.001111
2015-06-19,244.606003,-0.017674
2015-06-20,245.212006,0.002477
2015-06-21,243.944,-0.005171
2015-06-22,246.990005,0.012486
2015-06-23,244.296005,-0.010907
2015-06-24,240.514999,-0.015477
2015-06-25,242.798996,0.009496
2015-06-26,243.593994,0.003274
2015-06-27,250.990005,0.030362
2015-06-28,249.011002,-0.007885
2015-06-29,257.063995,0.03234
2015-06-30,263.071991,0.023372
2015-07-01,258.621002,-0.016919
2015-07-02,255.412003,-0.012408
2015-07-03,256.335999,0.003618
2015-07-04,260.885986,0.01775
2015-07-05,271.912994,0.042268
2015-07-06,269.029999,-0.010603
2015-07-07,266.207001,-0.010493
2015-07-08,270.785004,0.017197
2015-07-09,269.227997,-0.00575
2015-07-10,284.894012,0.058189
2015-07-11,293.11499,0.028856
2015-07-12,310.867004,0.060563
2015-07-13,292.053986,-0.060518
2015-07-14,287.463989,-0.015716
2015-07-15,285.82901,-0.005688
2015-07-16,278.088989,-0.027079
2015-07-17,279.471985,0.004973
2015-07-18,274.901001,-0.016356
2015-07-19,273.614014,-0.004682
2015-07-20,278.980988,0.019615
2015-07-21,275.833008,-0.011284
2015-07-22,277.221985,0.005036
2015-07-23,276.049011,-0.004231
2015-07-24,288.278015,0.0443
2015-07-25,288.696991,0.001453
2015-07-26,292.686005,0.013817
2015-07-27,293.623993,0.003205
2015-07-28,294.427002,0.002735
2015-07-29,289.589996,-0.016429
2015-07-30,287.721985,-0.006451
2015-07-31,284.649994,-0.010677
2015-08-01,281.601013,-0.010711
2015-08-02,282.614014,0.003597
2015-08-03,281.22699,-0.004908
2015-08-04,285.217987,0.014191
2015-08-05,281.881989,-0.011696
2015-08-06,278.576996,-0.011725
2015-08-07,279.584991,0.003618
2015-08-08,260.997009,-0.066484
2015-08-09,265.083008,0.015655
2015-08-10,264.470001,-0.002313
2015-08-11,270.385986,0.022369
2015-08-12,266.376007,-0.014831
2015-08-13,264.079987,-0.008619
2015-08-14,265.679993,0.006059
2015-08-15,261.550995,-0.015541
2015-08-16,258.506989,-0.011638
2015-08-17,257.976013,-0.002054
2015-08-18,211.078995,-0.181788
2015-08-19,226.684006,0.07393
2015-08-20,235.350006,0.038229
2015-08-21,232.569,-0.011816
2015-08-22,230.389999,-0.009369
2015-08-23,228.169006,-0.00964
2015-08-24,210.494995,-0.07746
2015-08-25,221.608994,0.052799
2015-08-26,225.830994,0.019052
2015-08-27,224.768997,-0.004703
2015-08-28,231.395996,0.029484
2015-08-29,229.779999,-0.006984
2015-08-30,228.761002,-0.004435
2015-08-31,230.056,0.005661
2015-09-01,228.121002,-0.008411
2015-09-02,229.283997,0.005098
2015-09-03,227.182999,-0.009163
2015-09-04,230.298004,0.013711
2015-09-05,235.018997,0.020499
2015-09-06,239.839996,0.020513
2015-09-07,239.847,2.9e-05
2015-09-08,243.606995,0.015677
2015-09-09,238.167999,-0.022327
2015-09-10,238.477005,0.001297
2015-09-11,240.106995,0.006835
2015-09-12,235.229004,-0.020316
2015-09-13,230.511993,-0.020053
2015-09-14,230.643997,0.000573
2015-09-15,230.304001,-0.001474
2015-09-16,229.091003,-0.005267
2015-09-17,229.809998,0.003138
2015-09-18,232.975006,0.013772
2015-09-19,231.492996,-0.006361
2015-09-20,231.212006,-0.001214
2015-09-21,227.085007,-0.017849
2015-09-22,230.617996,0.015558
2015-09-23,230.283005,-0.001453
2015-09-24,234.529007,0.018438
2015-09-25,235.143997,0.002622
2015-09-26,234.339996,-0.003419
2015-09-27,232.757004,-0.006755
2015-09-28,239.141998,0.027432
2015-09-29,236.686996,-0.010266
2015-09-30,236.059998,-0.002649
2015-10-01,237.548996,0.006308
2015-10-02,237.292999,-0.001078
2015-10-03,238.729996,0.006056
2015-10-04,238.259003,-0.001973
2015-10-05,240.382996,0.008915
2015-10-06,246.063004,0.023629
2015-10-07,242.968994,-0.012574
2015-10-08,242.304001,-0.002737
2015-10-09,243.931,0.006715
2015-10-10,244.940994,0.00414
2015-10-11,247.050003,0.00861
2015-10-12,245.307999,-0.007051
2015-10-13,249.507996,0.017121
2015-10-14,251.988998,0.009944
2015-10-15,254.320007,0.00925
2015-10-16,262.868988,0.033615
2015-10-17,270.640015,0.029562
2015-10-18,261.643005,-0.033243
2015-10-19,263.437012,0.006857
2015-10-20,269.463013,0.022875
2015-10-21,266.272003,-0.011842
2015-10-22,274.02301,0.029109
2015-10-23,276.496002,0.009025
2015-10-24,281.653992,0.018655
2015-10-25,283.679993,0.007193
2015-10-26,285.299988,0.005711
2015-10-27,293.787994,0.029751
2015-10-28,304.618011,0.036863
2015-10-29,313.855011,0.030323
2015-10-30,328.015015,0.045116
2015-10-31,314.165985,-0.042221
2015-11-01,325.431,0.035857
2015-11-02,361.188995,0.109879
2015-11-03,403.416992,0.116914
2015-11-04,411.562988,0.020192
2015-11-05,386.354004,-0.061252
2015-11-06,374.470001,-0.030759
2015-11-07,386.481995,0.032077
2015-11-08,373.368011,-0.033932
2015-11-09,380.256989,0.018451
2015-11-10,336.819,-0.114233
2015-11-11,311.084015,-0.076406
2015-11-12,338.152008,0.087012
2015-11-13,336.752991,-0.004137
2015-11-14,332.906006,-0.011424
2015-11-15,320.165985,-0.038269
2015-11-16,330.751007,0.033061
2015-11-17,335.093994,0.013131
2015-11-18,334.589996,-0.001504
2015-11-19,326.148987,-0.025228
2015-11-20,322.022003,-0.012654
2015-11-21,326.927002,0.015232
2015-11-22,324.536011,-0.007314
2015-11-23,323.04599,-0.004591
2015-11-24,320.04599,-0.009287
2015-11-25,328.205994,0.025496
2015-11-26,352.68399,0.074581
2015-11-27,358.041992,0.015192
2015-11-28,357.381012,-0.001846
2015-11-29,371.294006,0.03893
2015-11-30,377.321014,0.016232
2015-12-01,362.488007,-0.039311
2015-12-02,359.187012,-0.009106
2015-12-03,361.04599,0.005176
2015-12-04,363.183014,0.005919
2015-12-05,388.949005,0.070945
2015-12-06,388.78299,-0.000427
2015-12-07,395.536011,0.01737
2015-12-08,415.562988,0.050633
2015-12-09,417.562988,0.004813
2015-12-10,415.479004,-0.004991
2015-12-11,451.937988,0.087752
2015-12-12,434.997009,-0.037485
2015-12-13,433.755005,-0.002855
2015-12-14,444.182007,0.024039
2015-12-15,465.321014,0.047591
2015-12-16,454.93399,-0.022322
2015-12-17,456.078003,0.002515
2015-12-18,463.615997,0.016528
2015-12-19,462.321991,-0.002791
2015-12-20,442.684998,-0.042475
2015-12-21,438.639008,-0.00914
2015-12-22,436.571991,-0.004712
2015-12-23,442.401001,0.013352
2015-12-24,454.984985,0.028445
2015-12-25,455.653015,0.001468
2015-12-26,417.273987,-0.084229
2015-12-27,422.822998,0.013298
2015-12-28,422.278992,-0.001287
2015-12-29,432.983002,0.025348
2015-12-30,426.619995,-0.014696
2015-12-31,430.566986,0.009252
2016-01-01,434.334015,0.008749
2016-01-02,433.437988,-0.002063
2016-01-03,430.010986,-0.007907
2016-01-04,433.091003,0.007163
2016-01-05,431.959991,-0.002611
2016-01-06,429.105011,-0.006609
2016-01-07,458.048004,0.06745
2016-01-08,453.230011,-0.010519
2016-01-09,447.610992,-0.012398
2016-01-10,447.990997,0.000849
2016-01-11,448.428009,0.000975
2016-01-12,435.690002,-0.028406
2016-01-13,432.371002,-0.007618
2016-01-14,430.306,-0.004776
2016-01-15,364.330994,-0.153321
2016-01-16,387.536011,0.063692
2016-01-17,382.299011,-0.013514
2016-01-18,387.167999,0.012736
2016-01-19,380.148987,-0.018129
2016-01-20,420.230011,0.105435
2016-01-21,410.261993,-0.02372
2016-01-22,382.492004,-0.067688
2016-01-23,387.490997,0.01307
2016-01-24,402.971008,0.039949
2016-01-25,391.726013,-0.027905
2016-01-26,392.153015,0.00109
2016-01-27,394.971985,0.007188
2016-01-28,380.289001,-0.037175
2016-01-29,379.473999,-0.002143
2016-01-30,378.255005,-0.003212
2016-01-31,368.766998,-0.025084
2016-02-01,373.056,0.011631
2016-02-02,374.447998,0.003731
2016-02-03,369.949005,-0.012015
2016-02-04,389.593994,0.053102
2016-02-05,386.549011,-0.007816
2016-02-06,376.522003,-0.02594
2016-02-07,376.619995,0.00026
2016-02-08,373.446991,-0.008425
2016-02-09,376.028992,0.006914
2016-02-10,381.648987,0.014946
2016-02-11,379.653992,-0.005227
2016-02-12,384.263,0.01214
2016-02-13,391.859985,0.01977
2016-02-14,407.230011,0.039223
2016-02-15,400.184998,-0.0173
2016-02-16,407.488007,0.018249
2016-02-17,416.321991,0.021679
2016-02-18,422.372986,0.014534
2016-02-19,420.785004,-0.00376
2016-02-20,437.164001,0.038925
2016-02-21,438.798004,0.003738
2016-02-22,437.747986,-0.002393
2016-02-23,420.735992,-0.038863
2016-02-24,424.954987,0.010028
2016-02-25,424.544006,-0.000967
2016-02-26,432.152008,0.01792
2016-02-27,432.519012,0.000849
2016-02-28,433.503998,0.002277
2016-02-29,437.696991,0.009672
2016-03-01,435.122986,-0.005881
2016-03-02,423.989014,-0.025588
2016-03-03,421.651001,-0.005514
2016-03-04,410.938995,-0.025405
2016-03-05,400.570007,-0.025232
2016-03-06,407.707001,0.017817
2016-03-07,414.321014,0.016222
2016-03-08,413.971985,-0.000842
2016-03-09,414.859985,0.002145
2016-03-10,417.131012,0.005474
2016-03-11,421.690002,0.010929
2016-03-12,411.623993,-0.023871
2016-03-13,414.065002,0.00593
2016-03-14,416.437988,0.005731
2016-03-15,416.829987,0.000941
2016-03-16,417.010986,0.000434
2016-03-17,420.621002,0.008657
2016-03-18,409.548004,-0.026325
2016-03-19,410.444,0.002188
2016-03-20,413.755005,0.008067
2016-03-21,413.307007,-0.001083
2016-03-22,418.088989,0.01157
2016-03-23,418.040985,-0.000115
2016-03-24,416.394012,-0.00394
2016-03-25,417.177002,0.00188
2016-03-26,417.945007,0.001841
2016-03-27,426.765015,0.021103
2016-03-28,424.230988,-0.005938
2016-03-29,416.515991,-0.018186
2016-03-30,414.81601,-0.004081
2016-03-31,416.729004,0.004612
2016-04-01,417.959991,0.002954
2016-04-02,420.872986,0.00697
2016-04-03,420.903992,7.4e-05
2016-04-04,421.444,0.001283
2016-04-05,424.029999,0.006136
2016-04-06,423.412994,-0.001455
2016-04-07,422.744995,-0.001578
2016-04-08,420.348999,-0.005668
2016-04-09,419.411011,-0.002231
2016-04-10,421.563995,0.005133
2016-04-11,422.483002,0.00218
2016-04-12,425.190002,0.006407
2016-04-13,423.734009,-0.003424
2016-04-14,424.282013,0.001293
2016-04-15,429.713013,0.0128
2016-04-16,430.571991,0.001999
2016-04-17,427.398987,-0.007369
2016-04-18,428.591003,0.002789
2016-04-19,435.509003,0.016141
2016-04-20,441.389008,0.013501
2016-04-21,449.424988,0.018206
2016-04-22,445.737,-0.008206
2016-04-23,450.282013,0.010197
2016-04-24,458.554993,0.018373
2016-04-25,461.425995,0.006261
2016-04-26,466.088989,0.010106
2016-04-27,444.687012,-0.045918
2016-04-28,449.010986,0.009724
2016-04-29,455.096985,0.013554
2016-04-30,448.317993,-0.014896
2016-05-01,451.875,0.007934
2016-05-02,444.669006,-0.015947
2016-05-03,450.303986,0.012672
2016-05-04,446.721985,-0.007955
2016-05-05,447.976013,0.002807
2016-05-06,459.602997,0.025954
2016-05-07,458.536011,-0.002322
2016-05-08,458.548004,2.6e-05
2016-05-09,460.483002,0.00422
2016-05-10,450.894989,-0.020822
2016-05-11,452.727997,0.004065
2016-05-12,454.765991,0.004502
2016-05-13,455.670013,0.001988
2016-05-14,455.67099,2e-06
2016-05-15,457.567993,0.004163
2016-05-16,454.162994,-0.007442
2016-05-17,453.78299,-0.000837
2016-05-18,454.618988,0.001842
2016-05-19,438.714996,-0.034983
2016-05-20,442.675995,0.009029
2016-05-21,443.187988,0.001157
2016-05-22,439.322998,-0.008721
2016-05-23,444.154999,0.010999
2016-05-24,445.980988,0.004111
2016-05-25,449.598999,0.008112
2016-05-26,453.384003,0.008419
2016-05-27,473.463989,0.044289
2016-05-28,530.039978,0.119494
2016-05-29,526.232971,-0.007182
2016-05-30,533.864014,0.014501
2016-05-31,531.385986,-0.004642
2016-06-01,536.919983,0.010414
2016-06-02,537.971985,0.001959
2016-06-03,569.19397,0.058036
2016-06-04,572.72699,0.006207
2016-06-05,574.97699,0.003929
2016-06-06,585.536987,0.018366
2016-06-07,576.596985,-0.015268
2016-06-08,581.64502,0.008755
2016-06-09,574.630005,-0.012061
2016-06-10,577.469971,0.004942
2016-06-11,606.72699,0.050664
2016-06-12,672.783997,0.108874
2016-06-13,704.375977,0.046957
2016-06-14,685.559021,-0.026714
2016-06-15,694.468994,0.012997
2016-06-16,766.307983,0.103444
2016-06-17,748.908997,-0.022705
2016-06-18,756.22699,0.009772
2016-06-19,763.781006,0.009989
2016-06-20,737.226013,-0.034768
2016-06-21,666.651978,-0.095729
2016-06-22,596.116028,-0.105806
2016-06-23,623.97699,0.046737
2016-06-24,665.299011,0.066224
2016-06-25,665.122986,-0.000265
2016-06-26,629.367004,-0.053758
2016-06-27,655.275024,0.041165
2016-06-28,647.000977,-0.012627
2016-06-29,639.890015,-0.010991
2016-06-30,673.336975,0.05227
2016-07-01,676.296021,0.004395
2016-07-02,703.702026,0.040524
2016-07-03,658.664001,-0.064002
2016-07-04,683.661987,0.037953
2016-07-05,670.627014,-0.019066
2016-07-06,677.330994,0.009997
2016-07-07,640.562012,-0.054285
2016-07-08,666.52301,0.040528
2016-07-09,650.960022,-0.02335
2016-07-10,649.359985,-0.002458
2016-07-11,647.658997,-0.002619
2016-07-12,664.551025,0.026082
2016-07-13,654.468018,-0.015173
2016-07-14,658.078003,0.005516
2016-07-15,663.255005,0.007867
2016-07-16,660.767029,-0.003751
2016-07-17,679.458984,0.028288
2016-07-18,673.106018,-0.00935
2016-07-19,672.864014,-0.00036
2016-07-20,665.684998,-0.010669
2016-07-21,665.012024,-0.001011
2016-07-22,650.619019,-0.021643
2016-07-23,655.55603,0.007588
2016-07-24,661.284973,0.008739
2016-07-25,654.096985,-0.01087
2016-07-26,651.783997,-0.003536
2016-07-27,654.35199,0.00394
2016-07-28,655.034973,0.001044
2016-07-29,656.992004,0.002988
2016-07-30,655.046997,-0.00296
2016-07-31,624.68103,-0.046357
2016-08-01,606.271973,-0.02947
2016-08-02,547.465027,-0.096998
2016-08-03,566.35498,0.034504
2016-08-04,578.289001,0.021072
2016-08-05,575.04303,-0.005613
2016-08-06,587.778015,0.022146
2016-08-07,592.690002,0.008357
2016-08-08,591.054016,-0.00276
2016-08-09,587.801025,-0.005504
2016-08-10,592.103027,0.007319
2016-08-11,589.119995,-0.005038
2016-08-12,587.559021,-0.00265
2016-08-13,585.588013,-0.003355
2016-08-14,570.473022,-0.025812
2016-08-15,567.23999,-0.005667
2016-08-16,577.439026,0.01798
2016-08-17,573.216003,-0.007313
2016-08-18,574.317993,0.001922
2016-08-19,575.630005,0.002284
2016-08-20,581.697021,0.01054
2016-08-21,581.307983,-0.000669
2016-08-22,586.752991,0.009367
2016-08-23,583.414978,-0.005689
2016-08-24,580.182007,-0.005541
2016-08-25,577.760986,-0.004173
2016-08-26,579.651001,0.003271
2016-08-27,569.947021,-0.016741
2016-08-28,573.911987,0.006957
2016-08-29,574.106995,0.00034
2016-08-30,577.502991,0.005915
2016-08-31,575.471985,-0.003517
2016-09-01,572.302979,-0.005507
2016-09-02,575.536987,0.005651
2016-09-03,598.211975,0.039398
2016-09-04,608.633972,0.017422
2016-09-05,606.590027,-0.003358
2016-09-06,610.435974,0.00634
2016-09-07,614.544006,0.00673
2016-09-08,626.315979,0.019156
2016-09-09,622.861023,-0.005516
2016-09-10,623.508972,0.00104
2016-09-11,606.718994,-0.026928
2016-09-12,608.242981,0.002512
2016-09-13,609.241028,0.001641
2016-09-14,610.684021,0.002369
2016-09-15,607.155029,-0.005779
2016-09-16,606.973022,-0.0003
2016-09-17,605.984009,-0.001629
2016-09-18,609.874023,0.006419
2016-09-19,609.22699,-0.001061
2016-09-20,608.312012,-0.001502
2016-09-21,597.148987,-0.018351
2016-09-22,596.297974,-0.001425
2016-09-23,602.84198,0.010974
2016-09-24,602.625,-0.00036
2016-09-25,600.825989,-0.002985
2016-09-26,608.04303,0.012012
2016-09-27,606.166016,-0.003087
2016-09-28,604.728027,-0.002372
2016-09-29,605.692993,0.001596
2016-09-30,609.734985,0.006673
2016-10-01,613.982971,0.006967
2016-10-02,610.892029,-0.005034
2016-10-03,612.132996,0.002031
2016-10-04,610.203979,-0.003151
2016-10-05,612.510986,0.003781
2016-10-06,613.020996,0.000833
2016-10-07,617.120972,0.006688
2016-10-08,619.107971,0.00322
2016-10-09,616.752014,-0.003805
2016-10-10,618.994019,0.003635
2016-10-11,641.072021,0.035668
2016-10-12,636.192017,-0.007612
2016-10-13,636.786011,0.000934
2016-10-14,640.377991,0.005641
2016-10-15,638.645996,-0.002705
2016-10-16,641.630981,0.004674
2016-10-17,639.192993,-0.0038
2016-10-18,637.960022,-0.001929
2016-10-19,630.52002,-0.011662
2016-10-20,630.856995,0.000534
2016-10-21,632.828003,0.003124
2016-10-22,657.294006,0.038661
2016-10-23,657.070984,-0.000339
2016-10-24,653.760986,-0.005038
2016-10-25,657.588013,0.005854
2016-10-26,678.304016,0.031503
2016-10-27,688.312988,0.014756
2016-10-28,689.651001,0.001944
2016-10-29,714.479004,0.036001
2016-10-30,701.864014,-0.017656
2016-10-31,700.971985,-0.001271
2016-11-01,729.79303,0.041116
2016-11-02,740.828979,0.015122
2016-11-03,688.700012,-0.070366
2016-11-04,703.234985,0.021105
2016-11-05,703.41803,0.00026
2016-11-06,711.521973,0.011521
2016-11-07,703.130981,-0.011793
2016-11-08,709.848022,0.009553
2016-11-09,723.27301,0.018912
2016-11-10,715.533997,-0.0107
2016-11-11,716.411011,0.001226
2016-11-12,705.054016,-0.015853
2016-11-13,702.031006,-0.004288
2016-11-14,705.020996,0.004259
2016-11-15,711.619019,0.009359
2016-11-16,744.197998,0.045781
2016-11-17,740.97699,-0.004328
2016-11-18,751.585022,0.014316
2016-11-19,751.616028,4.1e-05
2016-11-20,731.026001,-0.027394
2016-11-21,739.247986,0.011247
2016-11-22,751.346985,0.016367
2016-11-23,744.593994,-0.008988
2016-11-24,740.289001,-0.005782
2016-11-25,741.648987,0.001837
